timestamp,load_kw,pv_kw,buy_price,sell_price,p_battery_kw
2024-01-01 00:00:00,1.436,0.001,0.244,0.0978,-8.0
2024-01-01 00:15:00,1.288,0.001,0.244,0.1127,-8.0
2024-01-01 00:30:00,1.356,0.0,0.244,0.0933,-8.0
2024-01-01 00:45:00,1.161,0.001,0.244,0.1132,-1.6355
2024-01-01 01:00:00,1.145,0.0,0.244,0.1028,0.0
2024-01-01 01:15:00,0.974,0.0,0.244,0.1141,0.0
2024-01-01 01:30:00,1.473,0.0,0.244,0.093,0.0
2024-01-01 01:45:00,0.978,0.001,0.244,0.1166,0.0
2024-01-01 02:00:00,1.267,0.001,0.244,0.1205,0.0
2024-01-01 02:15:00,1.105,0.001,0.244,0.1122,0.0
2024-01-01 02:30:00,1.36,0.0,0.244,0.1075,0.0
2024-01-01 02:45:00,1.273,0.0,0.244,0.1089,0.0
2024-01-01 03:00:00,1.174,0.0,0.244,0.1211,0.0
2024-01-01 03:15:00,1.292,0.0,0.244,0.093,0.0
2024-01-01 03:30:00,1.166,0.0,0.244,0.1157,0.0
2024-01-01 03:45:00,1.342,0.0,0.244,0.1049,0.0
2024-01-01 04:00:00,1.091,0.0,0.244,0.1017,0.0
2024-01-01 04:15:00,1.488,0.0,0.244,0.124,0.0
2024-01-01 04:30:00,1.215,0.0,0.244,0.1104,0.0
2024-01-01 04:45:00,1.22,0.0,0.244,0.126,0.0
2024-01-01 05:00:00,1.219,0.0,0.244,0.1252,0.0
2024-01-01 05:15:00,1.274,0.0,0.244,0.0942,0.0
2024-01-01 05:30:00,1.336,0.0,0.244,0.1095,0.0
2024-01-01 05:45:00,1.316,0.0,0.244,0.0936,0.0
2024-01-01 06:00:00,1.445,0.001,0.244,0.1013,0.0
2024-01-01 06:15:00,1.233,0.002,0.244,0.1266,0.0
2024-01-01 06:30:00,1.685,0.001,0.244,0.1243,0.0
2024-01-01 06:45:00,1.605,0.001,0.244,0.1254,0.0
2024-01-01 07:00:00,1.686,0.0,0.244,0.1159,0.0
2024-01-01 07:15:00,2.069,0.0,0.244,0.0945,0.0
2024-01-01 07:30:00,2.054,0.007,0.244,0.1126,0.0
2024-01-01 07:45:00,2.181,0.204,0.244,0.096,0.0
2024-01-01 08:00:00,2.81,0.316,0.244,0.1248,0.0
2024-01-01 08:15:00,2.744,0.688,0.244,0.1014,0.0
2024-01-01 08:30:00,2.836,0.588,0.244,0.0957,0.0
2024-01-01 08:45:00,2.811,0.919,0.244,0.1223,0.0
2024-01-01 09:00:00,1.834,1.189,0.244,0.1235,0.0
2024-01-01 09:15:00,1.818,1.029,0.244,0.1126,0.0
2024-01-01 09:30:00,2.08,1.388,0.244,0.0976,0.0
2024-01-01 09:45:00,1.843,1.362,0.244,0.1094,0.0
2024-01-01 10:00:00,2.783,1.557,0.244,0.0984,0.0
2024-01-01 10:15:00,2.699,1.444,0.244,0.0834,0.0
2024-01-01 10:30:00,2.348,2.047,0.244,0.0875,0.0
2024-01-01 10:45:00,2.572,2.177,0.244,0.0812,0.0
2024-01-01 11:00:00,2.74,1.52,0.244,0.0983,0.0
2024-01-01 11:15:00,2.672,2.151,0.244,0.1032,0.0
2024-01-01 11:30:00,2.713,1.812,0.244,0.106,0.0
2024-01-01 11:45:00,2.729,1.519,0.244,0.0993,0.0
2024-01-01 12:00:00,1.924,2.534,0.244,0.1059,0.0
2024-01-01 12:15:00,2.698,1.682,0.244,0.1012,0.0
2024-01-01 12:30:00,2.908,2.148,0.244,0.0839,0.0
2024-01-01 12:45:00,3.239,2.171,0.244,0.1074,0.0
2024-01-01 13:00:00,3.306,1.809,0.244,0.0848,0.0
2024-01-01 13:15:00,3.286,1.783,0.244,0.0976,0.0
2024-01-01 13:30:00,3.043,1.458,0.244,0.087,0.0
2024-01-01 13:45:00,2.378,1.626,0.244,0.0876,0.0
2024-01-01 14:00:00,1.644,1.749,0.244,0.081,0.0
2024-01-01 14:15:00,1.78,1.558,0.244,0.0911,0.0
2024-01-01 14:30:00,1.839,1.544,0.244,0.1057,0.0
2024-01-01 14:45:00,1.649,1.292,0.244,0.1072,0.0
2024-01-01 15:00:00,1.634,0.952,0.244,0.106,0.0
2024-01-01 15:15:00,1.813,1.124,0.244,0.1063,0.0
2024-01-01 15:30:00,1.627,0.675,0.244,0.0947,0.0
2024-01-01 15:45:00,1.576,0.555,0.244,0.0995,0.0
2024-01-01 16:00:00,1.663,0.392,0.244,0.1211,0.0
